umap_x,umap_y,label_type,topic_id
-7.2084413,-1.2940443,1,-1
14.711241,-5.245687,0,21
1.1469008,17.870106,0,10
-5.683044,0.46225592,1,0
15.070079,-5.8546805,0,3
2.7141583,2.0920293,0,4
14.886519,-5.34654,0,21
14.292954,-5.48347,0,3
15.173947,-5.458834,0,21
14.749897,-4.9040504,0,1
15.466753,-5.2151766,0,1
1.3760735,17.569935,0,9
1.2869912,17.50653,0,9
1.3408911,17.987091,0,9
-4.4970956,-0.27559862,1,5
14.760882,-5.8068585,0,16
-4.5381465,-0.3103332,1,5
17.492573,8.116068,0,14
2.573387,4.1664324,0,13
17.425728,8.159207,0,14
-6.503776,2.32174,1,6
-4.5487423,-0.45980012,1,18
4.2908025,3.6231894,0,2
-4.667111,-0.12057157,1,5
15.403706,-5.236633,0,1
1.2453691,17.957087,0,10
4.359793,3.6933692,0,2
3.06612,2.05567,0,4
16.341208,7.8084593,0,22
-6.469155,1.9570687,1,6
14.772571,-4.9869633,0,1
1.4166749,17.8303,0,9
15.578057,-4.7767315,0,12
2.704963,2.0703402,0,4
16.280727,8.849624,0,8
2.145209,3.0337102,0,11
17.209871,7.9543037,0,14
2.1030865,2.772805,0,11
2.596032,4.1562386,0,13
3.2336562,2.0404282,0,4
14.089877,-5.4743576,0,3
1.5298924,17.699255,0,9
-6.902808,2.1246812,1,6
14.202181,-5.7486725,0,-1
17.426338,8.070767,0,14
15.521075,-4.85459,0,12
0.96778256,17.663628,0,10
2.3826125,2.417159,0,2
4.254034,3.6067178,0,2
14.110113,-5.639157,0,16
-5.8595295,-0.5652013,1,18
3.4737391,2.5869045,0,4
13.555628,-5.117138,0,3
13.962757,-5.3566566,0,3
13.885505,-5.8165507,0,-1
-7.605254,-1.0247282,1,7
1.626207,17.491602,0,9
17.208946,7.9886274,0,14
14.263472,-5.98685,0,-1
16.990767,8.4401865,0,15
2.5171773,4.2014437,0,13
1.3707199,17.942791,0,9
14.687612,-6.039041,0,-1
2.8339303,2.030482,0,4
14.807671,-5.931862,0,16
2.2045527,2.5010903,0,17
14.96954,-5.164738,0,1
-4.9369726,0.7012006,1,0
14.76119,-5.949696,0,16
14.894287,-5.4129057,0,-1
15.108478,-5.1859736,0,1
-5.6606727,0.6250369,1,0
13.687047,-5.3434014,0,16
-4.9103327,0.6364182,1,0
-6.368599,-0.5380446,1,5
1.9863026,2.9811788,0,13
17.156614,8.45371,0,19
14.801897,-5.6693397,0,3
2.22353,2.4650955,0,2
1.0080901,17.344902,0,10
2.8437495,3.1635458,0,2
14.691348,-4.7205296,0,12
15.984659,8.955304,0,4
16.63795,7.730114,0,14
14.292138,-5.661658,0,16
13.566453,-5.0531583,0,3
-4.975254,0.5985439,1,0
15.827019,8.473715,0,8
14.635535,-4.041879,0,20
1.3089391,17.398508,0,9
15.890317,8.332036,0,-1
2.0993485,3.0706255,0,11
-7.4149113,-1.1906347,1,7
17.090424,8.406663,0,19
2.5608175,4.1741447,0,13
-4.6180763,0.115395576,1,0
14.132965,-4.7937145,0,1
3.4941218,1.6783434,0,22
3.3767335,2.011681,0,4
15.901527,8.817218,0,8
13.570484,-4.509681,0,1
-5.6548853,0.51974535,1,0
14.251174,-6.0914245,0,-1
13.9864645,-4.386092,0,12
14.684942,-4.106638,0,20
4.126394,3.5164878,0,2
1.5487567,17.334473,0,9
-6.4781356,2.277573,1,6
1.0303062,17.840805,0,10
3.3505812,1.7641687,0,-1
