provider_id,PotentialFraud,category_id
1055175,0,Provider
1055274,0,Provider
1055309,0,Provider
1055344,0,Provider
1056279,0,Provider
1054684,0,Provider
1053965,0,Provider
1053974,0,Provider
1053993,0,Provider
1052038,0,Provider
1052266,0,Provider
1055957,1,Provider
1056668,1,Provider
1056724,0,Provider
1052149,0,Provider
1051949,0,Provider
1052156,0,Provider
1054758,0,Provider
1051393,1,Provider
1053540,0,Provider
1055203,0,Provider
1054344,0,Provider
1054356,0,Provider
1055803,0,Provider
1051008,0,Provider
1051025,0,Provider
1051061,0,Provider
1052531,0,Provider
1054510,0,Provider
1056544,0,Provider
1055279,0,Provider
1053141,0,Provider
1053169,0,Provider
1055523,0,Provider
1054540,1,Provider
1056890,0,Provider
1054245,0,Provider
1055935,0,Provider
1052365,0,Provider
1052395,0,Provider
1052423,0,Provider
1053504,0,Provider
1051185,0,Provider
1051377,0,Provider
1052592,0,Provider
1053907,0,Provider
1054093,1,Provider
1057110,0,Provider
1056726,0,Provider
1056741,0,Provider
1057031,0,Provider
1052907,0,Provider
1052406,0,Provider
1051383,0,Provider
1051542,1,Provider
1051584,1,Provider
1056684,0,Provider
1054561,0,Provider
1054567,0,Provider
1054569,0,Provider
1054065,1,Provider
1055771,0,Provider
1053957,0,Provider
1054868,0,Provider
1053274,0,Provider
1051961,0,Provider
1056211,0,Provider
1052562,0,Provider
1052570,0,Provider
1053925,0,Provider
1054991,0,Provider
1051973,0,Provider
1052315,0,Provider
1051590,1,Provider
1054667,0,Provider
1055596,0,Provider
1052224,0,Provider
1056618,0,Provider
1051263,1,Provider
1053781,1,Provider
1056213,0,Provider
1055275,0,Provider
1055276,0,Provider
1051430,0,Provider
1051522,0,Provider
1051678,0,Provider
1057734,0,Provider
1055063,0,Provider
1051516,0,Provider
1051525,0,Provider
1051528,0,Provider
1052499,0,Provider
1051811,0,Provider
1051419,0,Provider
1051604,1,Provider
1052862,0,Provider
1055281,0,Provider
1052256,0,Provider
1057654,0,Provider
1051312,0,Provider
1056649,1,Provider
1054315,0,Provider
1054725,0,Provider
1054904,0,Provider
1054936,1,Provider
1054954,0,Provider
1055091,0,Provider
1052044,0,Provider
1056683,0,Provider
1056703,0,Provider
1055005,0,Provider
1054144,1,Provider
1057449,0,Provider
1051027,0,Provider
1052366,0,Provider
1054244,0,Provider
1052549,0,Provider
1052400,0,Provider
1052425,0,Provider
1052990,1,Provider
1053073,0,Provider
1052407,0,Provider
1051241,0,Provider
1056729,0,Provider
1057722,0,Provider
1054783,0,Provider
1052115,1,Provider
1051189,0,Provider
1051422,0,Provider
1052076,0,Provider
1057319,0,Provider
1053387,0,Provider
1052279,0,Provider
1057352,0,Provider
1057382,0,Provider
1052169,0,Provider
1054998,1,Provider
1052956,0,Provider
1054774,0,Provider
1054090,0,Provider
1056693,0,Provider
1056824,0,Provider
1056375,0,Provider
1056384,0,Provider
1051307,0,Provider
1051308,0,Provider
1051329,0,Provider
1052094,0,Provider
1055194,1,Provider
1054360,0,Provider
1054382,1,Provider
1054410,0,Provider
1054383,0,Provider
1054423,0,Provider
1053828,0,Provider
1057149,0,Provider
1051998,0,Provider
1053103,0,Provider
1053171,0,Provider
1053212,0,Provider
1055450,0,Provider
1056601,0,Provider
1054776,0,Provider
1054822,1,Provider
1056036,0,Provider
1052508,0,Provider
1051415,0,Provider
1056747,0,Provider
1051388,0,Provider
1055270,0,Provider
1051137,0,Provider
1055234,0,Provider
1054251,0,Provider
1051250,0,Provider
1051280,0,Provider
1051304,0,Provider
1055238,0,Provider
1051245,0,Provider
1051260,0,Provider
1051261,0,Provider
1053967,0,Provider
1052025,0,Provider
1052208,0,Provider
1056335,0,Provider
1052495,0,Provider
1052346,0,Provider
1052168,0,Provider
1051431,0,Provider
1053633,0,Provider
1054690,0,Provider
1054708,0,Provider
1051938,0,Provider
1055027,1,Provider
1055216,0,Provider
1055243,0,Provider
1052666,0,Provider
1052943,0,Provider
1051178,1,Provider
1052403,0,Provider
1051486,0,Provider
1056685,1,Provider
1056917,0,Provider
1054652,0,Provider
1055996,1,Provider
1051842,1,Provider
1056672,0,Provider
1056697,0,Provider
1056721,0,Provider
1051056,0,Provider
1051111,0,Provider
1051274,0,Provider
1051285,0,Provider
1055567,0,Provider
1053966,0,Provider
1055240,0,Provider
1055358,0,Provider
1055474,0,Provider
1055500,0,Provider
1055525,0,Provider
1053964,0,Provider
1054756,0,Provider
1053052,0,Provider
1054685,0,Provider
1054705,0,Provider
1055453,1,Provider
1052087,0,Provider
1052847,1,Provider
1052849,0,Provider
1052046,0,Provider
1051579,0,Provider
1051596,0,Provider
1055837,0,Provider
1053819,0,Provider
1056221,0,Provider
1054099,0,Provider
1053388,0,Provider
1053463,0,Provider
1054812,0,Provider
1055086,0,Provider
1051340,0,Provider
1051855,0,Provider
1056406,0,Provider
1056411,0,Provider
1056413,0,Provider
1056455,0,Provider
1051142,0,Provider
1051143,0,Provider
1052420,1,Provider
1055469,0,Provider
1055656,0,Provider
1051190,0,Provider
1051661,0,Provider
1057492,0,Provider
1056579,0,Provider
1056478,0,Provider
1055592,0,Provider
1057024,0,Provider
1056655,0,Provider
1056789,0,Provider
1056810,0,Provider
1057746,0,Provider
1052581,0,Provider
1051013,0,Provider
1052165,1,Provider
1052167,0,Provider
1054250,0,Provider
1053470,0,Provider
1053478,0,Provider
1051387,0,Provider
1052621,0,Provider
1051826,1,Provider
1052602,0,Provider
1052722,0,Provider
1053077,0,Provider
1056454,0,Provider
1055921,0,Provider
1054747,0,Provider
1054764,0,Provider
1056103,1,Provider
1056114,0,Provider
1053769,1,Provider
1052644,0,Provider
1056791,0,Provider
1051629,0,Provider
1051637,0,Provider
1053194,0,Provider
1056659,0,Provider
1057701,0,Provider
1052107,0,Provider
1051345,0,Provider
1051641,0,Provider
1057182,0,Provider
1054242,0,Provider
1054287,0,Provider
1054504,1,Provider
1054539,0,Provider
1056138,0,Provider
1053301,0,Provider
1053313,0,Provider
1052247,0,Provider
1055326,0,Provider
1052846,1,Provider
1053142,1,Provider
1053229,0,Provider
1055885,0,Provider
1051434,1,Provider
1055541,0,Provider
1051957,0,Provider
1054399,1,Provider
1054442,0,Provider
1053884,1,Provider
1052100,1,Provider
1052186,0,Provider
1053912,0,Provider
1057174,0,Provider
1056856,0,Provider
1057234,0,Provider
1051128,0,Provider
1056587,1,Provider
1056654,0,Provider
1054359,1,Provider
1057646,0,Provider
1052861,0,Provider
1052409,0,Provider
1056222,0,Provider
1051571,0,Provider
1053617,0,Provider
1052212,0,Provider
1055709,0,Provider
1051272,0,Provider
1052588,0,Provider
1052611,0,Provider
1052237,0,Provider
1054091,0,Provider
1053806,0,Provider
1051761,0,Provider
1055487,0,Provider
1053802,0,Provider
1057547,1,Provider
1051487,0,Provider
1057668,0,Provider
1057674,0,Provider
1053793,0,Provider
1056161,1,Provider
1056198,0,Provider
1051614,1,Provider
1052051,0,Provider
1055235,0,Provider
1055312,0,Provider
1052857,0,Provider
1053959,1,Provider
1053570,0,Provider
1054978,0,Provider
1056412,0,Provider
1056509,0,Provider
1056538,0,Provider
1056212,0,Provider
1051573,0,Provider
1051884,0,Provider
1051560,1,Provider
1055591,0,Provider
1053446,0,Provider
1053495,0,Provider
1054478,0,Provider
1055447,0,Provider
1051989,0,Provider
1051389,0,Provider
1057354,0,Provider
1056604,0,Provider
1056751,0,Provider
1056835,0,Provider
1056840,0,Provider
1053490,0,Provider
1051011,0,Provider
1052352,0,Provider
1051696,0,Provider
1053532,0,Provider
1056151,0,Provider
1055948,0,Provider
1056769,0,Provider
1056823,0,Provider
1056915,0,Provider
1057057,0,Provider
1057716,0,Provider
1057404,0,Provider
1055189,0,Provider
1055256,0,Provider
1055331,0,Provider
1056237,0,Provider
1057197,0,Provider
1057207,0,Provider
1057219,0,Provider
1056263,0,Provider
1056334,0,Provider
1051991,0,Provider
1052467,1,Provider
1052484,0,Provider
1056261,0,Provider
1056266,0,Provider
1056319,0,Provider
1051169,0,Provider
1054917,0,Provider
1055470,0,Provider
1057433,0,Provider
1052073,0,Provider
1052249,0,Provider
1055028,0,Provider
1055058,0,Provider
1055833,0,Provider
1055843,0,Provider
1053981,0,Provider
1054763,0,Provider
1052826,1,Provider
1055677,0,Provider
1055716,0,Provider
1055728,0,Provider
1055748,0,Provider
1055780,0,Provider
1052692,0,Provider
1053712,1,Provider
1051041,0,Provider
1052798,0,Provider
1051490,1,Provider
1052633,0,Provider
1057190,0,Provider
1051344,0,Provider
1053284,0,Provider
1053342,0,Provider
1056307,0,Provider
1057159,0,Provider
1052152,0,Provider
1053982,0,Provider
1054060,0,Provider
1053770,0,Provider
1055257,0,Provider
1054479,0,Provider
1053979,0,Provider
1054806,0,Provider
1054887,0,Provider
1054982,0,Provider
1055002,0,Provider
1057000,0,Provider
1055543,0,Provider
1053106,1,Provider
1053145,0,Provider
1052556,0,Provider
1052697,0,Provider
1051495,1,Provider
1054900,0,Provider
1052290,0,Provider
1057510,0,Provider
1057761,0,Provider
1053968,0,Provider
1054206,0,Provider
1054207,0,Provider
1054930,0,Provider
1054727,0,Provider
1051029,0,Provider
1056287,0,Provider
1053280,0,Provider
1055734,0,Provider
1053225,0,Provider
1057414,0,Provider
1057425,1,Provider
1055026,0,Provider
1051992,0,Provider
1051996,0,Provider
1056525,0,Provider
1056418,0,Provider
1056432,0,Provider
1056702,0,Provider
1054704,0,Provider
1056680,0,Provider
1054327,1,Provider
1053759,0,Provider
1053032,0,Provider
1053727,0,Provider
1056473,0,Provider
1056568,0,Provider
1056706,1,Provider
1051149,1,Provider
1055038,0,Provider
1054781,1,Provider
1051401,1,Provider
1054630,0,Provider
1053272,0,Provider
1053279,0,Provider
1055460,0,Provider
1052013,0,Provider
1055083,0,Provider
1055986,0,Provider
1052590,1,Provider
1055198,0,Provider
1055356,0,Provider
1057016,0,Provider
1055903,0,Provider
1055731,0,Provider
1053660,0,Provider
1056013,0,Provider
1055905,1,Provider
1057320,0,Provider
1051179,0,Provider
1055445,0,Provider
1054237,0,Provider
1054273,0,Provider
1056657,0,Provider
1055884,0,Provider
1051974,0,Provider
1053768,0,Provider
1055563,0,Provider
1056148,0,Provider
1057512,0,Provider
1054653,0,Provider
1054660,0,Provider
1054661,0,Provider
1057113,0,Provider
1056977,0,Provider
1054408,0,Provider
1053120,0,Provider
1053154,0,Provider
1053236,0,Provider
1057568,0,Provider
1051297,0,Provider
1052731,0,Provider
1057217,0,Provider
1056077,0,Provider
1055938,0,Provider
1056001,0,Provider
1057448,0,Provider
1053628,0,Provider
1054953,0,Provider
1051716,0,Provider
1051775,0,Provider
1057693,0,Provider
1056264,0,Provider
1054906,0,Provider
1055828,0,Provider
1055869,0,Provider
1054560,1,Provider
1051951,1,Provider
1052998,0,Provider
1051517,0,Provider
1051932,0,Provider
1056593,0,Provider
1057034,0,Provider
1056005,0,Provider
1057496,0,Provider
1057539,0,Provider
1057549,0,Provider
1056716,0,Provider
1057189,1,Provider
1055842,1,Provider
1052567,0,Provider
1052683,0,Provider
1052710,0,Provider
1052835,0,Provider
1054368,0,Provider
1053963,0,Provider
1052209,0,Provider
1056996,0,Provider
1054112,0,Provider
1054142,0,Provider
1051536,0,Provider
1054790,0,Provider
1052362,0,Provider
1052372,0,Provider
1051242,1,Provider
1056566,1,Provider
1051252,0,Provider
1052920,0,Provider
1053247,0,Provider
1053261,0,Provider
1053353,0,Provider
1051168,0,Provider
1055866,0,Provider
1055250,1,Provider
1055444,1,Provider
1055116,0,Provider
1052972,0,Provider
1056486,0,Provider
1055172,1,Provider
1055307,0,Provider
1054855,0,Provider
1054861,0,Provider
1057004,0,Provider
1052617,0,Provider
1052630,1,Provider
1051349,0,Provider
1053179,0,Provider
1053297,1,Provider
1053319,0,Provider
1051410,1,Provider
1054429,0,Provider
1051504,0,Provider
1053784,0,Provider
1053289,0,Provider
1053298,0,Provider
1053339,0,Provider
1054127,0,Provider
1053614,0,Provider
1053620,0,Provider
1051040,0,Provider
1055435,1,Provider
1055985,0,Provider
1052361,0,Provider
1051290,0,Provider
1056278,0,Provider
1056281,0,Provider
1056284,0,Provider
1055870,0,Provider
1052745,0,Provider
1056578,0,Provider
1054271,0,Provider
1054326,0,Provider
1052325,1,Provider
1056242,0,Provider
1056260,0,Provider
1053408,0,Provider
1054780,0,Provider
1054081,0,Provider
1054833,0,Provider
1052264,0,Provider
1052527,0,Provider
1054402,0,Provider
1054941,0,Provider
1055018,1,Provider
1055068,0,Provider
1055128,0,Provider
1052381,0,Provider
1051046,0,Provider
1055520,0,Provider
1057406,0,Provider
1051418,0,Provider
1055322,0,Provider
1055353,0,Provider
1056782,0,Provider
1056871,0,Provider
1055248,0,Provider
1056923,0,Provider
1051058,0,Provider
1055297,0,Provider
1055206,0,Provider
1055354,0,Provider
1055491,0,Provider
1051653,0,Provider
1057586,0,Provider
1057611,0,Provider
1054834,0,Provider
1057255,0,Provider
1054767,0,Provider
1053111,0,Provider
1054220,0,Provider
1055167,0,Provider
1052575,0,Provider
1054347,0,Provider
1053782,0,Provider
1056143,0,Provider
1055653,0,Provider
1054771,1,Provider
1056164,0,Provider
1052069,0,Provider
1055623,0,Provider
1057301,0,Provider
1057325,0,Provider
1053990,0,Provider
1054049,0,Provider
1052079,0,Provider
1054715,0,Provider
1055512,0,Provider
1053133,0,Provider
1052435,0,Provider
1053905,0,Provider
1051296,0,Provider
1054466,0,Provider
1051217,0,Provider
1051404,0,Provider
1055687,0,Provider
1052197,0,Provider
1053262,0,Provider
1054640,0,Provider
1053817,0,Provider
1053609,0,Provider
1054808,1,Provider
1051357,1,Provider
1051690,0,Provider
1051726,0,Provider
1053783,0,Provider
1052964,0,Provider
1052684,0,Provider
1053891,0,Provider
1055495,1,Provider
1055571,0,Provider
1052002,1,Provider
1055283,0,Provider
1055333,0,Provider
1057718,0,Provider
1056995,0,Provider
1055454,0,Provider
1052928,0,Provider
1052936,0,Provider
1054103,1,Provider
1054157,0,Provider
1054159,0,Provider
1055410,0,Provider
1057574,0,Provider
1052178,1,Provider
1052192,0,Provider
1057274,0,Provider
1054455,0,Provider
1051045,0,Provider
1051083,0,Provider
1056045,0,Provider
1051353,0,Provider
1055359,0,Provider
1057595,0,Provider
1055534,0,Provider
1054078,0,Provider
1055396,0,Provider
1056597,0,Provider
1056746,0,Provider
1056826,0,Provider
1054515,0,Provider
1053065,0,Provider
1055071,0,Provider
1055179,0,Provider
1055343,0,Provider
1051964,0,Provider
1056938,0,Provider
1055171,1,Provider
1057168,0,Provider
1057236,0,Provider
1056686,0,Provider
1056763,0,Provider
1052357,0,Provider
1055675,0,Provider
1056550,1,Provider
1053127,0,Provider
1057122,0,Provider
1057125,0,Provider
1057658,0,Provider
1054007,0,Provider
1054419,0,Provider
1054450,0,Provider
1053491,0,Provider
1053573,0,Provider
1056651,0,Provider
1055798,0,Provider
1056440,0,Provider
1056297,0,Provider
1056555,0,Provider
1057598,0,Provider
1057625,0,Provider
1051448,0,Provider
1051472,0,Provider
1051491,0,Provider
1051742,0,Provider
1054649,1,Provider
1051326,0,Provider
1051492,0,Provider
1055072,0,Provider
1052283,1,Provider
1056624,1,Provider
1052009,0,Provider
1054056,1,Provider
1052300,0,Provider
1052450,0,Provider
1052321,1,Provider
1052122,0,Provider
1055187,0,Provider
1051406,0,Provider
1051622,0,Provider
1051740,0,Provider
1057120,0,Provider
1057684,0,Provider
1051424,0,Provider
1051691,0,Provider
1051694,0,Provider
1056397,0,Provider
1053629,0,Provider
1052119,1,Provider
1055909,0,Provider
1056040,0,Provider
1056470,0,Provider
1056528,0,Provider
1053785,0,Provider
1053922,0,Provider
1053991,0,Provider
1055233,0,Provider
1054257,0,Provider
1057491,0,Provider
1057563,0,Provider
1057614,0,Provider
1053423,0,Provider
1056870,0,Provider
1056152,0,Provider
1054574,0,Provider
1054602,0,Provider
1056945,0,Provider
1051364,0,Provider
1051547,0,Provider
1053859,0,Provider
1053192,0,Provider
1052062,0,Provider
1052151,1,Provider
1057422,0,Provider
1055184,0,Provider
1051081,0,Provider
1055493,0,Provider
1056336,0,Provider
1056877,1,Provider
1055293,0,Provider
1051514,0,Provider
1055695,0,Provider
1051626,0,Provider
1051759,0,Provider
1056046,0,Provider
1055376,0,Provider
1051038,0,Provider
1056407,0,Provider
1052282,0,Provider
1057431,0,Provider
1052948,0,Provider
1053255,0,Provider
1054779,0,Provider
1056368,0,Provider
1052126,0,Provider
1052374,0,Provider
1057167,1,Provider
1057241,0,Provider
1051077,1,Provider
1055094,0,Provider
1054572,0,Provider
1051610,0,Provider
1051748,0,Provider
1054208,0,Provider
1055490,0,Provider
1053849,0,Provider
1052700,0,Provider
1056607,0,Provider
1057593,0,Provider
1055673,1,Provider
1056766,0,Provider
1053499,0,Provider
1054703,0,Provider
1055052,0,Provider
1055604,0,Provider
1052124,1,Provider
1054401,0,Provider
1055012,0,Provider
1055852,1,Provider
1055856,0,Provider
1052548,0,Provider
1052629,0,Provider
1057311,0,Provider
1056634,0,Provider
1055168,0,Provider
1057081,0,Provider
1053283,0,Provider
1052539,0,Provider
1052540,0,Provider
1051105,0,Provider
1053635,0,Provider
1056401,0,Provider
1054983,0,Provider
1053961,1,Provider
1051685,0,Provider
1054696,0,Provider
1052688,0,Provider
1052121,0,Provider
1056058,0,Provider
1057142,0,Provider
1054486,0,Provider
1055763,0,Provider
1056645,0,Provider
1052398,0,Provider
1051929,0,Provider
1057502,1,Provider
1057523,0,Provider
1057526,0,Provider
1057601,0,Provider
1052659,0,Provider
1052782,0,Provider
1053110,0,Provider
1053122,0,Provider
1053156,0,Provider
1056722,0,Provider
1056730,1,Provider
1056950,0,Provider
1051405,0,Provider
1052061,0,Provider
1051202,0,Provider
1055437,1,Provider
1055195,1,Provider
1055381,0,Provider
1055386,0,Provider
1055095,0,Provider
1052397,0,Provider
1056484,0,Provider
1056584,0,Provider
1055300,0,Provider
1055363,0,Provider
1053581,0,Provider
1056140,0,Provider
1056200,0,Provider
1054296,0,Provider
1051315,0,Provider
1057486,0,Provider
1057272,0,Provider
1057652,0,Provider
1052949,0,Provider
1054658,0,Provider
1055531,1,Provider
1053533,0,Provider
1055477,0,Provider
1057206,1,Provider
1052161,0,Provider
1052687,0,Provider
1057565,0,Provider
1057618,0,Provider
1057635,0,Provider
1055944,0,Provider
1051173,1,Provider
1054829,0,Provider
1055224,0,Provider
1054645,0,Provider
1054130,0,Provider
1053308,0,Provider
1053371,0,Provider
1056718,0,Provider
1054662,0,Provider
1055205,0,Provider
1054443,0,Provider
1054391,1,Provider
1053424,0,Provider
1056594,0,Provider
1056792,0,Provider
1051619,0,Provider
1052140,0,Provider
1053807,0,Provider
1053824,0,Provider
1053862,0,Provider
1056554,0,Provider
1057321,0,Provider
1052507,0,Provider
1056483,0,Provider
1051351,0,Provider
1057495,1,Provider
1057540,0,Provider
1055325,0,Provider
1053917,0,Provider
1053992,0,Provider
1057331,0,Provider
1051331,0,Provider
1052860,1,Provider
1055662,0,Provider
1057177,1,Provider
1052177,0,Provider
1053613,0,Provider
1051001,0,Provider
1051036,0,Provider
1055854,0,Provider
1057653,0,Provider
1057259,0,Provider
1052099,0,Provider
1052181,1,Provider
1052421,0,Provider
1057117,1,Provider
1055537,0,Provider
1053265,1,Provider
1053717,0,Provider
1053740,0,Provider
1055965,0,Provider
1051990,0,Provider
1053123,0,Provider
1057116,0,Provider
1057121,0,Provider
1056088,0,Provider
1056972,0,Provider
1053969,0,Provider
1051673,0,Provider
1053831,0,Provider
1054689,0,Provider
1055188,0,Provider
1057072,0,Provider
1051863,0,Provider
1053933,0,Provider
1057210,1,Provider
1056408,0,Provider
1052698,0,Provider
1051216,0,Provider
1055867,0,Provider
1053681,0,Provider
1056701,0,Provider
1056713,0,Provider
1051003,1,Provider
1051101,0,Provider
1057085,0,Provider
1057368,0,Provider
1053944,0,Provider
1051289,0,Provider
1055442,0,Provider
1055585,0,Provider
1054073,0,Provider
1054923,0,Provider
1056749,0,Provider
1053416,0,Provider
1053526,0,Provider
1051503,0,Provider
1051699,0,Provider
1057673,0,Provider
1057675,0,Provider
1056464,0,Provider
1055202,0,Provider
1055218,0,Provider
1052111,0,Provider
1056218,0,Provider
1055073,0,Provider
1054213,0,Provider
1054270,0,Provider
1056643,0,Provider
1056993,0,Provider
1054993,0,Provider
1055103,0,Provider
1053102,0,Provider
1053213,0,Provider
1056978,0,Provider
1056937,0,Provider
1053109,0,Provider
1051444,0,Provider
1053113,0,Provider
1053178,0,Provider
1057245,0,Provider
1056219,0,Provider
1056308,0,Provider
1053144,0,Provider
1053166,0,Provider
1054400,0,Provider
1054411,0,Provider
1057288,0,Provider
1053536,0,Provider
1052913,0,Provider
1055059,0,Provider
1056233,0,Provider
1056280,0,Provider
1056441,0,Provider
1056527,0,Provider
1052641,0,Provider
1053627,0,Provider
1052951,0,Provider
1056719,1,Provider
1057358,0,Provider
1054942,1,Provider
1051324,0,Provider
1051527,0,Provider
1051650,0,Provider
1056311,0,Provider
1051338,1,Provider
1051715,0,Provider
1054537,0,Provider
1056638,0,Provider
1051362,0,Provider
1055697,0,Provider
1056710,0,Provider
1053705,0,Provider
1056731,1,Provider
1053616,0,Provider
1053772,0,Provider
1051303,0,Provider
1052639,0,Provider
1053792,1,Provider
1053317,0,Provider
1056098,0,Provider
1057215,0,Provider
1053147,0,Provider
1053796,0,Provider
1057603,0,Provider
1051139,0,Provider
1051141,0,Provider
1052701,0,Provider
1056800,0,Provider
1052377,0,Provider
1056675,0,Provider
1054023,0,Provider
1055433,1,Provider
1055475,0,Provider
1056256,0,Provider
1051138,0,Provider
1052514,0,Provider
1053386,0,Provider
1053392,0,Provider
1051859,0,Provider
1054021,0,Provider
1056761,0,Provider
1057712,0,Provider
1053349,0,Provider
1051416,0,Provider
1052271,0,Provider
1053671,1,Provider
1053716,0,Provider
1057394,0,Provider
1057088,0,Provider
1054462,0,Provider
1051023,0,Provider
1051119,1,Provider
1051885,0,Provider
1052101,0,Provider
1054575,0,Provider
1053612,0,Provider
1054568,0,Provider
1054585,0,Provider
1054604,0,Provider
1056361,1,Provider
1051337,1,Provider
1056845,0,Provider
1052822,0,Provider
1052878,0,Provider
1051282,0,Provider
1051747,0,Provider
1057683,0,Provider
1052184,0,Provider
1057350,0,Provider
1052457,0,Provider
1051897,0,Provider
1051943,0,Provider
1052230,0,Provider
1053218,0,Provider
1053325,0,Provider
1056415,0,Provider
1056236,0,Provider
1051341,0,Provider
1055267,0,Provider
1051484,0,Provider
1051446,0,Provider
1057053,0,Provider
1053972,0,Provider
1052474,0,Provider
1052488,0,Provider
1051074,0,Provider
1053432,0,Provider
1052393,0,Provider
1057018,1,Provider
1054141,0,Provider
1055277,0,Provider
1055314,0,Provider
1055692,0,Provider
1052344,0,Provider
1055617,0,Provider
1053227,0,Provider
1057525,1,Provider
1057590,0,Provider
1051108,0,Provider
1051425,0,Provider
1055320,0,Provider
1052387,0,Provider
1052431,0,Provider
1052583,0,Provider
1051532,0,Provider
1051672,0,Provider
1051552,0,Provider
1053668,1,Provider
1056772,0,Provider
1057694,0,Provider
1056414,0,Provider
1057187,0,Provider
1056229,0,Provider
1052328,0,Provider
1053384,1,Provider
1052578,1,Provider
1052173,1,Provider
1052254,0,Provider
1054787,0,Provider
1056251,0,Provider
1052355,0,Provider
1054972,0,Provider
1057585,0,Provider
1057297,1,Provider
1051979,1,Provider
1054416,0,Provider
1054232,0,Provider
1053137,0,Provider
1053162,0,Provider
1057520,0,Provider
1051681,0,Provider
1054558,0,Provider
1054036,0,Provider
1056570,0,Provider
1056863,0,Provider
1056557,0,Provider
1057100,0,Provider
1057542,0,Provider
1054365,0,Provider
1057359,0,Provider
1051378,1,Provider
1052557,0,Provider
1052815,1,Provider
1051671,0,Provider
1055032,0,Provider
1051946,0,Provider
1056303,0,Provider
1055208,0,Provider
1055361,0,Provider
1051518,0,Provider
1054390,0,Provider
1054412,0,Provider
1051687,0,Provider
1054644,1,Provider
1057408,0,Provider
1053590,0,Provider
1053878,0,Provider
1056475,0,Provider
1056574,0,Provider
1056396,1,Provider
1051298,0,Provider
1057541,0,Provider
1054898,0,Provider
1057504,0,Provider
1052311,0,Provider
1052432,0,Provider
1051427,0,Provider
1051476,0,Provider
1057112,0,Provider
1056621,0,Provider
1055339,0,Provider
1055069,0,Provider
1056658,0,Provider
1051942,0,Provider
1052401,0,Provider
1051277,0,Provider
1055682,0,Provider
1055704,0,Provider
1055775,0,Provider
1051935,0,Provider
1051449,0,Provider
1051496,0,Provider
1051541,0,Provider
1056295,0,Provider
1055011,0,Provider
1055882,0,Provider
1057328,0,Provider
1057304,0,Provider
1054328,0,Provider
1054349,0,Provider
1054312,0,Provider
1056606,0,Provider
1057702,0,Provider
1056133,0,Provider
1053606,0,Provider
1057096,1,Provider
1051148,1,Provider
1054384,0,Provider
1054430,0,Provider
1055751,0,Provider
1057199,0,Provider
1056595,0,Provider
1056837,0,Provider
1051576,0,Provider
1056953,0,Provider
1057341,1,Provider
1051635,0,Provider
1051931,0,Provider
1051960,0,Provider
1053719,0,Provider
1055550,1,Provider
1055621,0,Provider
1057462,0,Provider
1057465,0,Provider
1057490,0,Provider
1053875,0,Provider
1053941,0,Provider
1051403,0,Provider
1054084,0,Provider
1053318,0,Provider
1053376,0,Provider
1056174,0,Provider
1053306,0,Provider
1053836,0,Provider
1054881,0,Provider
1051876,1,Provider
1052317,0,Provider
1054121,0,Provider
1054193,0,Provider
1055081,0,Provider
1051126,1,Provider
1053805,0,Provider
1054096,0,Provider
1054757,0,Provider
1054109,0,Provider
1054163,0,Provider
1055727,0,Provider
1055729,0,Provider
1057015,0,Provider
1055644,0,Provider
1054038,0,Provider
1054041,0,Provider
1054048,0,Provider
1054072,0,Provider
1052396,1,Provider
1056590,0,Provider
1056821,0,Provider
1057169,0,Provider
1056932,0,Provider
1055390,0,Provider
1051872,0,Provider
1051902,0,Provider
1055178,0,Provider
1051632,0,Provider
1055847,0,Provider
1052144,0,Provider
1055579,0,Provider
1055593,0,Provider
1051371,0,Provider
1052609,1,Provider
1052932,0,Provider
1054981,0,Provider
1051054,0,Provider
1055041,0,Provider
1052606,0,Provider
1052719,0,Provider
1052148,0,Provider
1056456,0,Provider
1054409,0,Provider
1051941,0,Provider
1055112,0,Provider
1054055,0,Provider
1054693,0,Provider
1055023,0,Provider
1053960,0,Provider
1053431,0,Provider
1053527,0,Provider
1054371,0,Provider
1054392,0,Provider
1054695,0,Provider
1055723,0,Provider
1052142,0,Provider
1054223,0,Provider
1057038,0,Provider
1057104,1,Provider
1052616,0,Provider
1053450,0,Provider
1052828,1,Provider
1057427,0,Provider
1056572,0,Provider
1054468,0,Provider
1057340,0,Provider
1051676,0,Provider
1055399,0,Provider
1056352,0,Provider
1053251,0,Provider
1051647,0,Provider
1053665,0,Provider
1051395,0,Provider
1055443,0,Provider
1054773,0,Provider
1055897,1,Provider
1053421,1,Provider
1056798,0,Provider
1057128,0,Provider
1054931,1,Provider
1055114,0,Provider
1054377,0,Provider
1052326,0,Provider
1052280,1,Provider
1053057,0,Provider
1054285,0,Provider
1054058,0,Provider
1057309,0,Provider
1055079,0,Provider
1053732,0,Provider
1053868,0,Provider
1051007,0,Provider
1054317,0,Provider
1055295,0,Provider
1051267,0,Provider
1052008,0,Provider
1052391,0,Provider
1056063,0,Provider
1051553,0,Provider
1051613,0,Provider
1051026,0,Provider
1052996,0,Provider
1054618,0,Provider
1052048,0,Provider
1053429,0,Provider
1053522,0,Provider
1054210,0,Provider
1053448,0,Provider
1057717,0,Provider
1052410,0,Provider
1052187,0,Provider
1052275,0,Provider
1052533,0,Provider
1054246,0,Provider
1054278,0,Provider
1052542,0,Provider
1053445,0,Provider
1057136,0,Provider
1051894,0,Provider
1052162,0,Provider
