insurer_license_plate,n_claims,fraud_rate
PLT105436,1,0.0
PLT105440,1,0.0
PLT105441,1,0.0
PLT105442,8,0.125
PLT105447,1,0.0
PLT105449,3,0.6666666666666666
PLT105460,1,0.0
PLT105470,1,0.0
PLT105476,1,0.0
PLT105486,1,0.0
PLT105490,1,0.0
PLT105495,6,0.16666666666666666
PLT105498,1,0.0
PLT105499,2,0.0
PLT105503,1,0.0
PLT105516,1,0.0
PLT105521,1,0.0
PLT105525,10,0.2
PLT105536,1,0.0
PLT105537,1,0.0
PLT105550,8,0.375
PLT105554,7,0.0
PLT105556,1,0.0
PLT105558,1,0.0
PLT105560,1,1.0
PLT105566,1,0.0
PLT105569,4,0.0
PLT105570,1,0.0
PLT105575,8,0.125
PLT105577,1,0.0
PLT105578,2,0.0
PLT105582,1,0.0
PLT105597,1,0.0
PLT105599,2,0.0
PLT105600,1,0.0
PLT105608,1,0.0
PLT105621,1,0.0
PLT105626,1,0.0
PLT105632,1,0.0
PLT105641,8,0.25
PLT105651,1,0.0
PLT105652,15,0.06666666666666667
PLT105655,1,0.0
PLT105656,1,0.0
PLT105666,1,0.0
PLT105668,1,0.0
PLT105669,1,1.0
PLT105671,1,1.0
PLT105693,1,1.0
PLT105699,10,0.3
PLT105700,1,0.0
PLT105703,1,0.0
PLT105705,1,0.0
PLT105711,1,0.0
PLT105714,12,0.25
PLT105727,1,0.0
PLT105731,1,0.0
PLT105739,12,0.16666666666666666
PLT105742,6,0.16666666666666666
PLT105745,1,0.0
PLT105747,10,0.3
PLT105753,1,0.0
PLT105759,11,0.18181818181818182
PLT105769,1,0.0
PLT105792,1,0.0
PLT105795,5,0.2
PLT105798,9,0.0
PLT105799,12,0.08333333333333333
PLT105804,1,0.0
PLT105805,1,0.0
PLT105812,1,0.0
PLT105814,1,0.0
PLT105816,1,0.0
PLT105817,1,0.0
PLT105819,1,0.0
PLT105826,8,0.0
PLT105830,1,0.0
PLT105835,1,0.0
PLT105840,1,0.0
PLT105846,1,0.0
PLT105850,1,1.0
PLT105851,1,0.0
PLT105853,1,0.0
PLT105857,6,0.0
PLT105859,13,0.15384615384615385
PLT105870,1,0.0
PLT105885,1,0.0
PLT105913,1,0.0
PLT105915,2,0.5
PLT105916,1,0.0
PLT105920,10,0.4
PLT105921,1,1.0
PLT105927,1,0.0
PLT105931,1,0.0
PLT105932,1,0.0
PLT105940,1,0.0
PLT105943,1,0.0
PLT105950,1,1.0
PLT105954,1,0.0
PLT105957,8,0.125
PLT105964,2,0.0
PLT105995,1,0.0
PLT105996,2,0.0
PLT106001,2,0.0
PLT106003,14,0.0
PLT106007,1,0.0
PLT106012,2,0.0
PLT106014,15,0.4
PLT106016,1,0.0
PLT106019,1,0.0
PLT106024,1,0.0
PLT106030,1,1.0
PLT106035,1,1.0
PLT106056,1,0.0
PLT106068,9,0.2222222222222222
PLT106073,1,0.0
PLT106074,1,0.0
PLT106075,1,0.0
PLT106082,1,0.0
PLT106087,1,0.0
PLT106089,8,0.0
PLT106093,1,0.0
PLT106095,1,0.0
PLT106096,1,0.0
PLT106099,1,0.0
PLT106101,1,0.0
PLT106107,1,0.0
PLT106113,1,0.0
PLT106120,4,0.25
PLT106128,1,0.0
PLT106138,8,0.25
PLT106142,1,0.0
PLT106173,11,0.09090909090909091
PLT106183,1,0.0
PLT106185,7,0.14285714285714285
PLT106186,1,0.0
PLT106191,1,0.0
PLT106203,1,0.0
PLT106208,1,0.0
PLT106213,2,0.0
PLT106217,1,0.0
PLT106220,1,0.0
PLT106221,1,0.0
PLT106224,1,0.0
PLT106234,1,0.0
PLT106240,1,0.0
PLT106242,1,0.0
PLT106263,2,0.0
PLT106266,1,0.0
PLT106267,12,0.0
PLT106268,1,0.0
PLT106270,1,0.0
PLT106271,1,0.0
PLT106274,1,0.0
PLT106277,1,0.0
PLT106278,2,0.0
PLT106286,1,0.0
PLT106289,1,0.0
PLT106292,1,0.0
PLT106299,7,0.2857142857142857
PLT106301,7,0.0
PLT106308,1,0.0
PLT106312,1,0.0
PLT106323,1,0.0
PLT106325,1,0.0
PLT106333,1,0.0
PLT106336,1,0.0
PLT106338,2,0.0
PLT106339,2,0.0
PLT106345,12,0.25
PLT106350,1,0.0
PLT106359,1,0.0
PLT106368,1,0.0
PLT106369,1,0.0
PLT106372,13,0.23076923076923078
PLT106383,2,0.0
PLT106384,1,0.0
PLT106386,2,0.5
PLT106390,1,0.0
PLT106392,1,0.0
PLT106393,1,0.0
PLT106397,9,0.1111111111111111
PLT106398,1,0.0
PLT106402,1,0.0
PLT106408,1,0.0
PLT106421,1,0.0
PLT106428,1,0.0
PLT106440,11,0.18181818181818182
PLT106442,1,0.0
PLT106443,1,0.0
PLT106446,6,0.0
PLT106449,8,0.125
PLT106452,1,0.0
PLT106459,1,0.0
PLT106460,1,0.0
PLT106464,1,0.0
PLT106476,1,0.0
PLT106478,13,0.23076923076923078
PLT106484,2,0.0
PLT106487,12,0.08333333333333333
PLT106490,1,0.0
PLT106491,1,0.0
PLT106495,1,0.0
PLT106500,1,0.0
PLT106501,1,0.0
PLT106509,12,0.16666666666666666
PLT106524,1,0.0
PLT106538,2,0.0
PLT106542,1,1.0
PLT106546,11,0.0
PLT106548,1,0.0
PLT106555,1,0.0
PLT106557,1,0.0
PLT106559,1,0.0
PLT106560,1,0.0
PLT106563,5,0.0
PLT106564,1,0.0
PLT106576,2,0.0
PLT106581,15,0.0
PLT106585,1,0.0
PLT106586,1,0.0
PLT106587,8,0.0
PLT106589,1,0.0
PLT106595,6,0.3333333333333333
PLT106612,1,0.0
PLT106614,1,0.0
PLT106618,1,0.0
PLT106624,1,0.0
PLT106629,1,0.0
PLT106635,1,1.0
PLT106644,1,0.0
PLT106647,1,0.0
PLT106660,2,0.0
PLT106665,1,0.0
PLT106666,1,0.0
PLT106668,1,0.0
PLT106669,2,0.0
PLT106670,1,0.0
PLT106678,1,0.0
PLT106697,1,0.0
PLT106705,1,0.0
PLT106706,1,0.0
PLT106710,8,0.0
PLT106723,1,0.0
PLT106734,1,0.0
PLT106736,1,0.0
PLT106749,1,0.0
PLT106752,1,0.0
PLT106753,2,0.5
PLT106754,5,0.2
PLT106772,1,1.0
PLT106781,1,0.0
PLT106783,11,0.09090909090909091
PLT106786,1,0.0
PLT106789,1,0.0
PLT106792,1,0.0
PLT106793,8,0.125
PLT106805,1,0.0
PLT106806,1,0.0
PLT106828,8,0.0
PLT106835,1,0.0
PLT106840,1,0.0
PLT106842,1,0.0
PLT106846,1,0.0
PLT106847,5,0.0
PLT106851,1,0.0
PLT106862,2,0.0
PLT106866,1,0.0
PLT106875,2,0.0
PLT106882,13,0.3076923076923077
PLT106884,1,0.0
PLT106893,2,0.0
PLT106908,1,0.0
PLT106918,1,0.0
PLT106921,7,0.14285714285714285
PLT106928,7,0.14285714285714285
PLT106929,8,0.125
PLT106937,8,0.125
PLT106940,1,1.0
PLT106942,1,0.0
PLT106943,2,0.0
PLT106945,1,0.0
PLT106952,8,0.125
PLT106953,1,0.0
PLT106959,1,0.0
PLT106961,1,0.0
PLT106964,1,0.0
PLT106965,1,0.0
PLT106967,2,0.0
PLT106968,9,0.1111111111111111
PLT106975,1,0.0
PLT106978,1,0.0
PLT106980,1,0.0
PLT106984,1,0.0
PLT106987,1,0.0
PLT107000,1,0.0
PLT107002,1,0.0
PLT107006,1,0.0
PLT107007,1,0.0
PLT107016,1,0.0
PLT107021,1,0.0
PLT107029,1,0.0
PLT107032,1,0.0
PLT107037,10,0.2
PLT107041,1,0.0
PLT107042,1,0.0
PLT107045,1,0.0
PLT107047,1,0.0
PLT107051,8,0.25
PLT107055,1,0.0
PLT107056,8,0.125
PLT107057,1,0.0
PLT107061,1,0.0
PLT107063,9,0.3333333333333333
PLT107065,1,0.0
PLT107067,1,0.0
PLT107068,1,0.0
PLT107071,10,0.1
PLT107073,1,0.0
PLT107078,1,0.0
PLT107082,1,0.0
PLT107085,1,0.0
PLT107087,1,0.0
PLT107090,13,0.15384615384615385
PLT107093,4,0.25
PLT107095,1,0.0
PLT107098,1,0.0
PLT107100,1,1.0
PLT107105,1,0.0
PLT107113,1,0.0
PLT107120,1,0.0
PLT107139,13,0.0
PLT107148,1,0.0
PLT107151,1,0.0
PLT107156,1,0.0
PLT107157,1,0.0
PLT107158,1,0.0
PLT107162,1,0.0
PLT107165,9,0.2222222222222222
PLT107170,1,0.0
PLT107171,1,0.0
PLT107173,13,0.23076923076923078
PLT107180,11,0.2727272727272727
PLT107184,15,0.2
PLT107193,1,0.0
PLT107194,1,0.0
PLT107213,8,0.125
PLT107215,2,0.0
PLT107216,13,0.07692307692307693
PLT107217,6,0.0
PLT107221,1,0.0
PLT107222,1,0.0
PLT107223,1,0.0
PLT107227,9,0.2222222222222222
PLT107232,1,0.0
PLT107236,2,0.0
PLT107242,3,0.0
PLT107247,15,0.06666666666666667
PLT107251,2,0.0
PLT107257,1,0.0
PLT107264,2,0.0
PLT107279,1,0.0
PLT107285,1,0.0
PLT107286,1,1.0
PLT107299,1,0.0
PLT107300,1,0.0
PLT107302,1,0.0
PLT107304,1,0.0
PLT107322,11,0.0
PLT107331,2,0.0
PLT107335,15,0.13333333333333333
PLT107341,1,0.0
PLT107350,1,0.0
PLT107356,1,0.0
PLT107359,1,0.0
PLT107360,1,0.0
PLT107365,7,0.14285714285714285
PLT107367,2,0.0
PLT107380,1,0.0
PLT107388,1,0.0
PLT107389,1,0.0
PLT107390,2,0.0
PLT107396,6,0.3333333333333333
PLT107408,1,0.0
PLT107411,11,0.0
PLT107413,7,0.0
PLT107418,10,0.1
PLT107426,1,1.0
PLT107429,13,0.23076923076923078
PLT107430,1,0.0
PLT107437,1,0.0
PLT107442,1,0.0
PLT107452,1,0.0
PLT107454,1,0.0
PLT107458,1,0.0
PLT107459,2,0.5
PLT107469,1,0.0
PLT107482,1,0.0
PLT107484,1,0.0
PLT107490,1,0.0
PLT107491,1,0.0
PLT107497,1,0.0
PLT107507,1,0.0
PLT107517,1,0.0
PLT107519,1,0.0
PLT107522,1,0.0
PLT107528,6,0.16666666666666666
PLT107541,5,0.2
PLT107542,1,0.0
PLT107545,1,0.0
PLT107557,14,0.14285714285714285
PLT107560,1,0.0
PLT107570,2,0.0
PLT107573,1,0.0
PLT107575,1,0.0
PLT107581,12,0.08333333333333333
PLT107582,14,0.07142857142857142
PLT107584,1,0.0
PLT107588,1,0.0
PLT107602,1,0.0
PLT107603,10,0.3
PLT107604,1,0.0
PLT107613,1,0.0
PLT107617,2,0.0
PLT107618,9,0.0
PLT107619,10,0.1
PLT107624,1,0.0
PLT107635,1,0.0
PLT107636,1,0.0
PLT107637,1,0.0
PLT107638,1,0.0
PLT107651,1,0.0
PLT107654,1,0.0
PLT107669,1,0.0
PLT107673,1,0.0
PLT107675,1,0.0
PLT107689,1,0.0
PLT107690,1,0.0
PLT107691,1,0.0
PLT107698,1,0.0
PLT107699,1,0.0
PLT107703,1,0.0
PLT107707,12,0.25
PLT107714,15,0.13333333333333333
PLT107716,8,0.125
PLT107721,1,0.0
PLT107737,1,0.0
PLT107740,1,1.0
PLT107741,1,1.0
PLT107743,2,0.0
PLT107745,1,0.0
PLT107748,2,0.0
PLT107751,1,0.0
PLT107752,8,0.125
PLT107754,10,0.0
PLT107760,1,0.0
PLT107773,1,0.0
PLT107774,1,0.0
PLT107782,1,0.0
PLT107784,1,0.0
PLT107785,1,0.0
PLT107796,1,0.0
PLT107804,1,0.0
PLT107807,10,0.1
PLT107809,1,0.0
PLT107811,8,0.125
PLT107812,1,1.0
PLT107815,1,0.0
PLT107819,6,0.16666666666666666
PLT107826,11,0.0
PLT107829,12,0.08333333333333333
PLT107830,1,0.0
PLT107837,9,0.2222222222222222
PLT107839,1,0.0
PLT107845,2,0.5
PLT107856,1,0.0
PLT107863,1,0.0
PLT107868,1,0.0
PLT107872,5,0.4
PLT107894,1,0.0
PLT107895,2,0.0
PLT107899,13,0.07692307692307693
PLT107900,1,0.0
PLT107902,1,0.0
PLT107903,1,1.0
PLT107904,6,0.3333333333333333
PLT107917,7,0.2857142857142857
PLT107918,1,0.0
PLT107919,1,0.0
PLT107935,1,0.0
PLT107938,1,0.0
PLT107940,1,0.0
PLT107941,1,0.0
PLT107946,1,0.0
PLT107948,1,0.0
PLT107949,1,0.0
PLT107950,1,0.0
PLT107951,1,1.0
PLT107965,7,0.14285714285714285
PLT107967,1,0.0
PLT107968,6,0.16666666666666666
PLT107986,1,0.0
PLT107995,1,1.0
PLT107996,1,0.0
